"Status","TargetFile","SourceFile","SourcePath","TargetPath"
"Copied","classic_011.mp3","04 The Planets, Op. 32_ IV. Jupiter, the Bringer of Jollity.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\04 The Planets, Op. 32_ IV. Jupiter, the Bringer of Jollity.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_011.mp3"
"Copied","classic_012.mp3","01 Also sprach Zarathustra, Op. 30_ I. Prelude. Sonnenaufgang.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 Also sprach Zarathustra, Op. 30_ I. Prelude. Sonnenaufgang.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_012.mp3"
"Copied","classic_013.mp3","01 Orff_ Carmina Burana, Introduction _Fortuna Imperatrix Mundi__ O Fortuna.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 Orff_ Carmina Burana, Introduction _Fortuna Imperatrix Mundi__ O Fortuna.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_013.mp3"
"Copied","classic_014.mp3","01 Eine kleine Nachtmusik, K. 525_ I. Allegro.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 Eine kleine Nachtmusik, K. 525_ I. Allegro.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_014.mp3"
"Copied","classic_016.mp3","15 Paulus, Op. 36, MWV A14 _ Part 1_ No. 15 Chor_ _Mache dich auf! Werde Licht!_.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\15 Paulus, Op. 36, MWV A14 _ Part 1_ No. 15 Chor_ _Mache dich auf! Werde Licht!_.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_016.mp3"
"Copied","classic_017.mp3","01 Peter and the Wolf, Op. 67 (Without Narration)_ Peter in the Meadow -.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 Peter and the Wolf, Op. 67 (Without Narration)_ Peter in the Meadow -.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_017.mp3"
"Copied","classic_018.mp3","06 _Pomp And Circumstance,_ Op. 39_ March, No. 1 In D.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\06 _Pomp And Circumstance,_ Op. 39_ March, No. 1 In D.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_018.mp3"
"Copied","classic_019.mp3","01 Solomon, HWV 67, Act III_ The Arrival of the Queen of Sheba.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 Solomon, HWV 67, Act III_ The Arrival of the Queen of Sheba.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_019.mp3"
"Copied","classic_020.mp3","05 Symphony No. 9 in D Minor, Op. 125_ IVb. Presto. Recitativo _O Freunde, nicht diese Töne!_ – Allegro assai – Presto.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\05 Symphony No. 9 in D Minor, Op. 125_ IVb. Presto. Recitativo _O Freunde, nicht diese Töne!_ – Allegro assai – Presto.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_020.mp3"
"Copied","classic_021.mp3","12 Symphony No. 41 in C Major, K. 551 _Jupiter__ IV. Molto allegro.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\12 Symphony No. 41 in C Major, K. 551 _Jupiter__ IV. Molto allegro.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_021.mp3"
"Copied","classic_022.mp3","01 Tristan und Isolde, Act I_ Prelude.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 Tristan und Isolde, Act I_ Prelude.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_022.mp3"
"Copied","classic_023.mp3","21 Verdi_ Aida, Act 2_ Triumphal March.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\21 Verdi_ Aida, Act 2_ Triumphal March.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_023.mp3"
"Copied","classic_024.mp3","02 Symphony No. 8 in C Minor, WAB 108 (1887_90 Versions, Ed. Haas)_ IV. Finale. Feierlich, nicht schnell.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\02 Symphony No. 8 in C Minor, WAB 108 (1887_90 Versions, Ed. Haas)_ IV. Finale. Feierlich, nicht schnell.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_024.mp3"
"Copied","classic_025.mp3","10 Zadok the Priest, Coronation Anthem No. 1, HWV 258.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\10 Zadok the Priest, Coronation Anthem No. 1, HWV 258.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_025.mp3"
"Copied","classic_026.mp3","13 Elias, Op. 70, MWV A25, Part I_ No. 15, Quartet _Wirf dein Anliegen auf den Herrn_.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\13 Elias, Op. 70, MWV A25, Part I_ No. 15, Quartet _Wirf dein Anliegen auf den Herrn_.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_026.mp3"
"Copied","classic_027.mp3","02 Piano Sonata No. 8 in C minor, Op. 13, _Pathétique__ II. Adagio cantabile.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\02 Piano Sonata No. 8 in C minor, Op. 13, _Pathétique__ II. Adagio cantabile.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_027.mp3"
"Copied","classic_028.mp3","09 Piano Sonata No. 14 in C-sharp minor, Op. 27, No. 2, _Moonlight__ I. Adagio sostenuto.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\09 Piano Sonata No. 14 in C-sharp minor, Op. 27, No. 2, _Moonlight__ I. Adagio sostenuto.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_028.mp3"
"Copied","classic_030.mp3","01 An der schönen blauen Donau, Op.314.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 An der schönen blauen Donau, Op.314.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_030.mp3"
"Copied","classic_031.mp3","01 Boléro, M. 81.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 Boléro, M. 81.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_031.mp3"
"Copied","classic_032.mp3","01 Bagatelle No. 25 in A Minor, WoO 59 _Für Elise_.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 Bagatelle No. 25 in A Minor, WoO 59 _Für Elise_.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_032.mp3"
"Copied","classic_033.mp3","06 Canon and Gigue in D Major - Arr. Max Seiffert.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\06 Canon and Gigue in D Major - Arr. Max Seiffert.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_033.mp3"
"Copied","classic_035.mp3","01 The Isle of the Dead, Op. 29.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 The Isle of the Dead, Op. 29.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_035.mp3"
"Copied","classic_036.mp3","14 Danse macabre, Op. 40 (Arr. for Organ).mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\14 Danse macabre, Op. 40 (Arr. for Organ).mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_036.mp3"
"Copied","classic_037.mp3","08 Danse Bacchanale from Act III of Samson et Dalila, Op. 47.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\08 Danse Bacchanale from Act III of Samson et Dalila, Op. 47.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_037.mp3"
"Copied","classic_038.mp3","01 Glassworks_ Opening.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 Glassworks_ Opening.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_038.mp3"
"Copied","classic_039.mp3","01 Symphonic Dances, Op. 45_ I. Non allegro.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 Symphonic Dances, Op. 45_ I. Non allegro.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_039.mp3"
"Copied","classic_040.mp3","05 Widor_ Organ Symphony No. 5 in F Minor, Op. 42 No. 1_ V. Toccata.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\05 Widor_ Organ Symphony No. 5 in F Minor, Op. 42 No. 1_ V. Toccata.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_040.mp3"
"Copied","classic_041.mp3","28 Symphony No. 2 in C minor - _Resurrection_ _ 5th Movement_ Pesante.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\28 Symphony No. 2 in C minor - _Resurrection_ _ 5th Movement_ Pesante.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_041.mp3"
"Copied","classic_042.mp3","08 Symphony No. 2 in D Major, Op. 43_ IV. Finale. Allegro moderato.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\08 Symphony No. 2 in D Major, Op. 43_ IV. Finale. Allegro moderato.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_042.mp3"
"Copied","classic_043.mp3","01 Chaconne & Fugue in D Minor, BWV 1178.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 Chaconne & Fugue in D Minor, BWV 1178.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_043.mp3"
"Copied","classic_044.mp3","07 Orpheus und Eurydike, Act III, Scene 7_ _Ach, ich habe sie verloren,_ (Orpheus).mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\07 Orpheus und Eurydike, Act III, Scene 7_ _Ach, ich habe sie verloren,_ (Orpheus).mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_044.mp3"
"Copied","classic_045.mp3","01 String Quartet in E-Flat Major, Op. 20 No. 1_ I. Allegro moderato.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 String Quartet in E-Flat Major, Op. 20 No. 1_ I. Allegro moderato.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_045.mp3"
"Copied","classic_046.mp3","17 Sinfonia in F Major, Wq. 183.3, H. 665_ II. Larghetto.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\17 Sinfonia in F Major, Wq. 183.3, H. 665_ II. Larghetto.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_046.mp3"
"Copied","classic_047.mp3","01 Mass in C Major, K. 317 _Coronation Mass__ I. Kyrie - Live at Philharmonie, Berlin, 1991.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 Mass in C Major, K. 317 _Coronation Mass__ I. Kyrie - Live at Philharmonie, Berlin, 1991.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_047.mp3"
"Copied","classic_048.mp3","04 Haydn_ Cello Concerto No. 2 in D Major, Hob. VIIb_2_ I. Allegro moderato (Cadenza by Rostropovich).mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\04 Haydn_ Cello Concerto No. 2 in D Major, Hob. VIIb_2_ I. Allegro moderato (Cadenza by Rostropovich).mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_048.mp3"
"Copied","classic_049.mp3","01 Violin Sonata No. 32 in B-Flat Major, K. 454_ I. Largo - Allegro.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 Violin Sonata No. 32 in B-Flat Major, K. 454_ I. Largo - Allegro.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_049.mp3"
"Copied","classic_050.mp3","02 Piano Sonata No. 14 in C Minor, K. 457_ I. Molto allegro.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\02 Piano Sonata No. 14 in C Minor, K. 457_ I. Molto allegro.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_050.mp3"
"Copied","classic_051.mp3","05 Wolfgang Amadeus Mozart_ Fantazija U C-Molu, Kv 475.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\05 Wolfgang Amadeus Mozart_ Fantazija U C-Molu, Kv 475.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_051.mp3"
"Copied","classic_052.mp3","01 Le nozze di Figaro, K. 492_ Sinfonia.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 Le nozze di Figaro, K. 492_ Sinfonia.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_052.mp3"
"Copied","classic_053.mp3","04 Mozart_ Don Giovanni, K. 527_ Overture.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\04 Mozart_ Don Giovanni, K. 527_ Overture.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_053.mp3"
"Copied","classic_054.mp3","08 Requiem in D Minor, K. 626_ III. Sequentia_ Lacrimosa.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\08 Requiem in D Minor, K. 626_ III. Sequentia_ Lacrimosa.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_054.mp3"
"Copied","classic_055.mp3","01 Die Zauberflöte, K. 620_ Ouvertüre.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 Die Zauberflöte, K. 620_ Ouvertüre.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_055.mp3"
"Copied","classic_056.mp3","10 Haydn_ Symphony No. 94 in G Major, Hob. I_94 _Surprise__ II. Andante.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\10 Haydn_ Symphony No. 94 in G Major, Hob. I_94 _Surprise__ II. Andante.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_056.mp3"
"Copied","classic_057.mp3","01 Symphony No. 3 in E Flat Major, Op. 55 _Eroica__ I. Allegro con brio.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 Symphony No. 3 in E Flat Major, Op. 55 _Eroica__ I. Allegro con brio.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_057.mp3"
"Copied","classic_058.mp3","18 Die Schöpfung, Hob. XXI_2, Pt. III_ Singt dem Herren alle Stimmen (Chorus).mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\18 Die Schöpfung, Hob. XXI_2, Pt. III_ Singt dem Herren alle Stimmen (Chorus).mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_058.mp3"
"Copied","classic_059.mp3","05 String Quartet No. 7 in F, Op. 59 No. 1 - _Rasumovsky No. 1__ 1. Allegro.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\05 String Quartet No. 7 in F, Op. 59 No. 1 - _Rasumovsky No. 1__ 1. Allegro.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_059.mp3"
"Copied","classic_060.mp3","10 Beethoven_ Violin Concerto in D Major, Op. 61_ I. Allegro, ma non troppo.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\10 Beethoven_ Violin Concerto in D Major, Op. 61_ I. Allegro, ma non troppo.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_060.mp3"
"Copied","classic_061.mp3","05 Symphony No. 6 in F Major, Op. 68 _Pastoral__ I. Erwachen heiterer Empfindungen bei der Ankun.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\05 Symphony No. 6 in F Major, Op. 68 _Pastoral__ I. Erwachen heiterer Empfindungen bei der Ankun.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_061.mp3"
"Copied","classic_062.mp3","02 Piano Concerto No. 5 in E-Flat Major, Op. 73 _Emperor__ II. Adagio un poco mosso.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\02 Piano Concerto No. 5 in E-Flat Major, Op. 73 _Emperor__ II. Adagio un poco mosso.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_062.mp3"
"Copied","classic_063.mp3","01 I. Allegro.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 I. Allegro.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_063.mp3"
"Copied","classic_064.mp3","21 Schubert_ Erlkönig, Op. 1, D. 328.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\21 Schubert_ Erlkönig, Op. 1, D. 328.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_064.mp3"
"Copied","classic_065.mp3","01 Piano Sonata No. 29 in B-Flat Major, Op. 106, _Große Sonate für das Hammerklavier__ I. Allegro.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 Piano Sonata No. 29 in B-Flat Major, Op. 106, _Große Sonate für das Hammerklavier__ I. Allegro.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_065.mp3"
"Copied","classic_067.mp3","30 Der Freischütz_ Was gleicht wohl auf Erden dem Jägervergnügen_ (Jägerchor).mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\30 Der Freischütz_ Was gleicht wohl auf Erden dem Jägervergnügen_ (Jägerchor).mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_067.mp3"
"Copied","classic_068.mp3","05 Symphony No. 8 in B Minor, D. 759 _Unfinished__ I. Allegro moderato.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\05 Symphony No. 8 in B Minor, D. 759 _Unfinished__ I. Allegro moderato.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_068.mp3"
"Copied","classic_069.mp3","01 Symphony No. 9 in C Major, D. 944 _The Great__ I. Andante – Allegro, ma non troppo – Più moto.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 Symphony No. 9 in C Major, D. 944 _The Great__ I. Andante – Allegro, ma non troppo – Più moto.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_069.mp3"
"Copied","classic_071.mp3","01 William Tell_ Overture.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 William Tell_ Overture.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_071.mp3"
"Copied","classic_072.mp3","01 Robert le Diable_ Ouverture.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 Robert le Diable_ Ouverture.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_072.mp3"
"Copied","classic_073.mp3","01 The Hebrides Overture, Op. 26 _Fingal's Cave_.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 The Hebrides Overture, Op. 26 _Fingal's Cave_.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_073.mp3"
"Copied","classic_074.mp3","02 Symphony No. 3 in A Minor, Op. 56 _Scottish__ I. Andante con moto – Allegro un poco agitato.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\02 Symphony No. 3 in A Minor, Op. 56 _Scottish__ I. Andante con moto – Allegro un poco agitato.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_074.mp3"
"Copied","classic_075.mp3","06 Symphony No. 4 in A Major, Op. 90 _Italian__ I. Allegro vivace.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\06 Symphony No. 4 in A Major, Op. 90 _Italian__ I. Allegro vivace.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_075.mp3"
"Copied","classic_076.mp3","01 Winterreise, D. 911_ No. 1, Gute Nacht.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 Winterreise, D. 911_ No. 1, Gute Nacht.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_076.mp3"
"Copied","classic_077.mp3","01 Harold en Italie, Op. 16, H. 68_ 1. Harold aux montagnes. Scènes de mélancolie, de bonheur et de joie. Adagio - Live.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 Harold en Italie, Op. 16, H. 68_ 1. Harold aux montagnes. Scènes de mélancolie, de bonheur et de joie. Adagio - Live.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_077.mp3"
"Copied","classic_078.mp3","03 Chopin_ Piano Sonata No. 2 in B-Flat Minor, Op. 35 _Funeral March__ III. Marche funèbre. Lento.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\03 Chopin_ Piano Sonata No. 2 in B-Flat Minor, Op. 35 _Funeral March__ III. Marche funèbre. Lento.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_078.mp3"
"Copied","classic_079.mp3","01 La muette de Portici, S. 16_ Overture.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 La muette de Portici, S. 16_ Overture.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_079.mp3"
"Copied","classic_080.mp3","21 Lieder ohne Worte, Op. 62_ 6. Allegretto grazioso _Frühlingslied_.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\21 Lieder ohne Worte, Op. 62_ 6. Allegretto grazioso _Frühlingslied_.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_080.mp3"
"Copied","classic_081.mp3","01 Les Huguenots_ I. Act I, Ouverture - Live.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 Les Huguenots_ I. Act I, Ouverture - Live.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_081.mp3"
"Copied","classic_082.mp3","12 Zar und Zimmermann, LoWV 38_ Ballett (Holzschuhtanz).mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\12 Zar und Zimmermann, LoWV 38_ Ballett (Holzschuhtanz).mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_082.mp3"
"Copied","classic_083.mp3","01 Kreisleriana, Op. 16_ Äußerst bewegt.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\01 Kreisleriana, Op. 16_ Äußerst bewegt.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_083.mp3"
"Copied","classic_084.mp3","07 Dichterliebe, Op. 48_ I. Im wunderschönen Monat Mai.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\07 Dichterliebe, Op. 48_ I. Im wunderschönen Monat Mai.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_084.mp3"
"Copied","classic_085.mp3","13 Nabucco _ Act III_ Va, pensiero, sull'ali dorate.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\13 Nabucco _ Act III_ Va, pensiero, sull'ali dorate.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_085.mp3"
"Copied","classic_086.mp3","04 Symphonie fantastique, H. 48_ IV. Marche au supplice.mp3","C:\Users\lac\OneDrive - IMS Messsysteme GmbH\Dokumente\NoteCable Spotify Music Converter\Joschijas Hitster Gang\04 Symphonie fantastique, H. 48_ IV. Marche au supplice.mp3","C:\Code\JKH\ClassicHitster.App\Resources\Raw\classic_086.mp3"
